surah,ayah,source_slug,source_title,latin_iast,latin_ascii
30,11,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āllāh sṛṣṭira sūcanā karena, tārapara tini era punarāvṛtti karavena, tārapara tomāderake tā~rai kāche pratyāvartana karāno have.","allah srstira sucana karena, tarapara tini era punaravrtti karavena, tarapara tomaderake ta~rai kache pratyavartana karano have."
30,11,fathul_majid,Fathul Majid Bengali translation,"āllāhai sṛṣṭira sūcanā karena, ataḥpara tini tā punarāvṛtti karavena, tārapara tomāderake tā~rai kāche phiriẏe neẏā have.","allahai srstira sucana karena, atahpara tini ta punaravrtti karavena, tarapara tomaderake ta~rai kache phiriye neya have."
30,12,rawai_al_bayan,Rawai Al Bayan Bengali translation,āra yedina kiẏāmata saṃghaṭita have sedina aparādhīrā hatāśa haẏe par̤ave.,ara yedina kiyamata samghatita have sedina aparadhira hatasa haye parave.
30,12,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,yedina kiẏāmāta have sedina aparādhīrā hatāśa haẏe par̤ave.,yedina kiyamata have sedina aparadhira hatasa haye parave.
30,12,taisirul_quran,Taisirul Quran Bengali translation,yedina kviẏāmata saṃghaṭita have sedina aparādhīrā hatāśa haẏe par̤ave.,yedina kviyamata samghatita have sedina aparadhira hatasa haye parave.
30,12,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,āra yedina kiẏāmata saṃgaṭhita have se dina aparādhīrā hatāśa haẏe par̤ave.,ara yedina kiyamata samgathita have se dina aparadhira hatasa haye parave.
30,12,fathul_majid,Fathul Majid Bengali translation,"āra yedina kiẏāmata anuṣṭhita have, sedina pāpīrā hatāśa haẏe par̤ave.","ara yedina kiyamata anusthita have, sedina papira hatasa haye parave."
30,13,rawai_al_bayan,Rawai Al Bayan Bengali translation,āra tādera śarīkarā tādera janya supāriśakārī have nā evaṃ tārā tādera śarīkaderake asvīkāra karave.,ara tadera sarikara tadera janya suparisakari have na evam tara tadera sarikaderake asvikara karave.
30,13,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,tādera deva-devīgulo tādera janya supāriśa karavenā evaṃ tārāi tādera deva-devīguloke asvīkāra karave.,tadera deva-devigulo tadera janya suparisa karavena evam tarai tadera deva-deviguloke asvikara karave.
30,13,taisirul_quran,Taisirul Quran Bengali translation,tārā yāderake śarīka gaṇya karata tādera madhye keu tādera janya supāriśakārī sājave nā evaṃ tārā tādera śarīkaderake asvīkāra karave.,tara yaderake sarika ganya karata tadera madhye keu tadera janya suparisakari sajave na evam tara tadera sarikaderake asvikara karave.
30,13,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,āra (āllāhra sāthe) śarīkakṛta tādera upāsyagulo tādera janya supāriśakārī have nā evaṃ tārā tādera śarīkakṛta upāsyaguloke asvīkārakārī have.,ara (allahra sathe) sarikakrta tadera upasyagulo tadera janya suparisakari have na evam tara tadera sarikakrta upasyaguloke asvikarakari have.
30,13,fathul_majid,Fathul Majid Bengali translation,āra tādera devatādera madhya theke tādera janya kona anurodhakārī have nā evaṃ tārāi nijedera devatādera asvīkāra karave.,ara tadera devatadera madhya theke tadera janya kona anurodhakari have na evam tarai nijedera devatadera asvikara karave.
30,14,rawai_al_bayan,Rawai Al Bayan Bengali translation,āra yedina kiẏāmata saṃghaṭita have sedina tārā vibhakta haẏe par̤ave.,ara yedina kiyamata samghatita have sedina tara vibhakta haye parave.
30,14,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,yedina kiẏāmāta saṃghaṭita have sedina mānuṣa vibhakta haẏe par̤ave.,yedina kiyamata samghatita have sedina manusa vibhakta haye parave.
30,14,taisirul_quran,Taisirul Quran Bengali translation,yedina kviẏāmata saṃghaṭita have sedina mānuṣarā pṛthaka haẏe yāve.,yedina kviyamata samghatita have sedina manusara prthaka haye yave.
30,14,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,āra yedina kiẏāmata saṃgaṭhita have sedina tārā vibhakta haẏe par̤ave.,ara yedina kiyamata samgathita have sedina tara vibhakta haye parave.
30,14,fathul_majid,Fathul Majid Bengali translation,"āra yedina kiẏāmata anuṣṭhita have, sedina mānuṣa ālādā ālādā haẏe yāve.","ara yedina kiyamata anusthita have, sedina manusa alada alada haye yave."
30,15,rawai_al_bayan,Rawai Al Bayan Bengali translation,ataeva yārā īmāna eneche evaṃ satkāja kareche tāderake jānnāte parituṣṭa karā have.,ataeva yara imana eneche evam satkaja kareche taderake jannate paritusta kara have.
30,15,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,ataeva yārā īmāna eneche o sat kāja kareche tārā jānnāte ānande thākave.,ataeva yara imana eneche o sat kaja kareche tara jannate anande thakave.
30,15,taisirul_quran,Taisirul Quran Bengali translation,ataḥpara yārā īmāna eneche o sat kāja kareche tāderake jānnāta diẏe parituṣṭa karā have.,atahpara yara imana eneche o sat kaja kareche taderake jannata diye paritusta kara have.
30,15,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,ataeva yārā īmāna eneche evaṃ satkāja kareche tārā jānnāte khośahāle thākave;,ataeva yara imana eneche evam satkaja kareche tara jannate khosahale thakave;
30,15,fathul_majid,Fathul Majid Bengali translation,"sutarāṃ yārā īmāna ene bhāla kāja karechila, tārā to jānnāte ānande thākave.","sutaram yara imana ene bhala kaja karechila, tara to jannate anande thakave."
30,16,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āra yārā kupharī kareche evaṃ āmāra āẏāta o ākhirātera sākṣātake asvīkāra kareche, tāderake āyāvera madhye upasthita karā have.","ara yara kuphari kareche evam amara ayata o akhiratera saksatake asvikara kareche, taderake ayavera madhye upasthita kara have."
30,16,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,āra yārā kupharī kareche evaṃ āmāra nidarśanāvalī o parakālera sākṣātkāra asvīkāra kareche tārāi śāsti bhoga karate thākave.,ara yara kuphari kareche evam amara nidarsanavali o parakalera saksatkara asvikara kareche tarai sasti bhoga karate thakave.
30,16,taisirul_quran,Taisirul Quran Bengali translation,"āra yārā kuphurī kareche evaṃ āmāra nidarśanāvalī o ākhirātera sākṣātke asvīkāra kareche, tāderake ‘āyāvera madhye upasthita karā have.","ara yara kuphuri kareche evam amara nidarsanavali o akhiratera saksatke asvikara kareche, taderake ‘ayavera madhye upasthita kara have."
30,16,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra yārā kupharī kareche evaṃ āmādera āẏātasamūha o ākhirātera sākṣātera prati mithyāropa kareche, pariṇāme tāderakei āyāvera mājhe upasthita rākhā have.","ara yara kuphari kareche evam amadera ayatasamuha o akhiratera saksatera prati mithyaropa kareche, pariname taderakei ayavera majhe upasthita rakha have."
30,16,fathul_majid,Fathul Majid Bengali translation,"āra yārā kupharī kare evaṃ āmāra āẏātasamūhake o ākhirātera sākṣātake aviśvāsa kare, tāderakei ‘āyāvera madhye upasthita karā have.","ara yara kuphari kare evam amara ayatasamuhake o akhiratera saksatake avisvasa kare, taderakei ‘ayavera madhye upasthita kara have."
30,17,rawai_al_bayan,Rawai Al Bayan Bengali translation,"ataeva tomarā āllāhara tāsavīha kara, yakhana sandhyāẏa upanīta have evaṃ sakāle uṭhave .","ataeva tomara allahara tasaviha kara, yakhana sandhyaya upanita have evam sakale uthave ."
30,17,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,sutarāṃ tomarā āllāhara pavitratā o mahimā ghoṣaṇā kara sandhyāẏa o prabhāte –,sutaram tomara allahara pavitrata o mahima ghosana kara sandhyaya o prabhate –
30,17,taisirul_quran,Taisirul Quran Bengali translation,"ataeva tomarā āllāhara pavitratā o mahimā ghoṣaṇā kara yakhana tomarā sandhyāẏa upanīta hao āra sakāle,","ataeva tomara allahara pavitrata o mahima ghosana kara yakhana tomara sandhyaya upanita hao ara sakale,"
30,17,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"kājei tomarā āllāhra pavitratā o mahimā ghoṣaṇā kara yakhana tomarā sandhyā kara evaṃ yakhana tomarā bhora kara,","kajei tomara allahra pavitrata o mahima ghosana kara yakhana tomara sandhya kara evam yakhana tomara bhora kara,"
30,17,fathul_majid,Fathul Majid Bengali translation,ataḥpara tomarā āllāhara pavitratā o guṇagāna ghoṣaṇā kara sandhyāẏa o pratyuṣe.,atahpara tomara allahara pavitrata o gunagana ghosana kara sandhyaya o pratyuse.
30,18,rawai_al_bayan,Rawai Al Bayan Bengali translation,āra aparāhne o yuharera samaẏe; āra āsamāna o yamīne sakala praśaṃsā ekamātra tā~rai.,ara aparahne o yuharera samaye; ara asamana o yamine sakala prasamsa ekamatra ta~rai.
30,18,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,āra aparāhne o yuharera samaẏa; evaṃ ākāśamanḍalī o pṛthivīra sakala praśaṃsā tā~rai.,ara aparahne o yuharera samaya; evam akasamandali o prthivira sakala prasamsa ta~rai.
30,18,taisirul_quran,Taisirul Quran Bengali translation,evaṃ aparāhne o yuharera samaẏe; āra āsamānasamūhe o yamīne praśaṃsā to ekamātra tā~rai.,evam aparahne o yuharera samaye; ara asamanasamuhe o yamine prasamsa to ekamatra ta~rai.
30,18,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"evaṃ vikele, āra yakhana tomarā dupure upanīta hao. āra tā~rai janya samasta praśaṃsā āsamāne o yamīne.","evam vikele, ara yakhana tomara dupure upanita hao. ara ta~rai janya samasta prasamsa asamane o yamine."
30,18,fathul_majid,Fathul Majid Bengali translation,evaṃ aparāehna o yoharera samaẏa; āra āsamāne o jamine sakala praśaṃsā to tā~rai.,evam aparaehna o yoharera samaya; ara asamane o jamine sakala prasamsa to ta~rai.
30,19,rawai_al_bayan,Rawai Al Bayan Bengali translation,tini mṛta theke jīvitake vera karena evaṃ jīvita theke mṛtake vera karena. āra tini yamīnake jīvita karena tāra mṛtyura para. āra ebhāvei tomarā utthita have.,tini mrta theke jivitake vera karena evam jivita theke mrtake vera karena. ara tini yaminake jivita karena tara mrtyura para. ara ebhavei tomara utthita have.
30,19,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,tinii mṛta hate jīvantera evaṃ jīvanta hate mṛtera āvirbhāva ghaṭāna evaṃ bhūmira mṛtyura para oke punarujjīvita karena. ebhāvei tomarā utthita have.,tinii mrta hate jivantera evam jivanta hate mrtera avirbhava ghatana evam bhumira mrtyura para oke punarujjivita karena. ebhavei tomara utthita have.
30,19,taisirul_quran,Taisirul Quran Bengali translation,"tinii jīvantake vera karena mṛta theke āra mṛtake vera karena jīvanta theke. yamīnake tinii punarāẏa jīvita karena tāra mṛtyura para, ebhāvei tomāderake vera karā have.","tinii jivantake vera karena mrta theke ara mrtake vera karena jivanta theke. yaminake tinii punaraya jivita karena tara mrtyura para, ebhavei tomaderake vera kara have."
30,19,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"tinii mṛta theke jīvitake vera katena evaṃ tinii vera karena mṛtake jīvita theke, āra yamīnake jīvita karena tāra mṛtyura para evaṃ ebhāvei tomādera vera kare ānā have.","tinii mrta theke jivitake vera katena evam tinii vera karena mrtake jivita theke, ara yaminake jivita karena tara mrtyura para evam ebhavei tomadera vera kare ana have."
30,19,fathul_majid,Fathul Majid Bengali translation,"tini vera kare ānena mṛta theke jīvitake evaṃ tini vera kare ānena jīvita theke mṛtake, āra tinii jaminake tāra mṛtyura para punarāẏa jīvita karena. ebhāvei tomāderake (mṛtyura para punarāẏa) vera kare ānā have.","tini vera kare anena mrta theke jivitake evam tini vera kare anena jivita theke mrtake, ara tinii jaminake tara mrtyura para punaraya jivita karena. ebhavei tomaderake (mrtyura para punaraya) vera kare ana have."
30,20,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āra tā~ra nidarśanāvalīra madhye raẏeche ye, tini tomāderake māṭi theke sṛṣṭi karechena, tārapara tomarā mānuṣa haẏe char̤iẏe par̤acha.","ara ta~ra nidarsanavalira madhye rayeche ye, tini tomaderake mati theke srsti karechena, tarapara tomara manusa haye chariye paracha."
30,20,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"tā~ra nidarśanāvalīra madhye raẏeche ye, tini tomāderake māṭi hate sṛṣṭi karechena. ekhana tomarā mānuṣa, sarvatra char̤iẏe par̤echa.","ta~ra nidarsanavalira madhye rayeche ye, tini tomaderake mati hate srsti karechena. ekhana tomara manusa, sarvatra chariye parecha."
30,20,taisirul_quran,Taisirul Quran Bengali translation,"tā~ra nidarśanera madhye hala ei ye, tini tomāderake māṭi theke sṛṣṭi karechena, ataḥpara tomarā ekhana mānuṣa, savakhāne char̤iẏe raẏecha.","ta~ra nidarsanera madhye hala ei ye, tini tomaderake mati theke srsti karechena, atahpara tomara ekhana manusa, savakhane chariye rayecha."
30,20,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra tā~ra nidarśanāvalīra madhye raẏeche ye, tini tomāderake māṭi theke sṛṣṭi karechena. tārapara ekhana tomarā mānuṣa, sarvatra char̤iẏe par̤acha.","ara ta~ra nidarsanavalira madhye rayeche ye, tini tomaderake mati theke srsti karechena. tarapara ekhana tomara manusa, sarvatra chariye paracha."
30,20,fathul_majid,Fathul Majid Bengali translation,"āra tā~ra dṛṣṭāntagulora madhye (anyatama) ei ye, tini tomāderake māṭi theke sṛṣṭi karechena ataḥpara ekhana tomarā mānuṣa sava jāẏagāẏa vistāra lābha karecha.","ara ta~ra drstantagulora madhye (anyatama) ei ye, tini tomaderake mati theke srsti karechena atahpara ekhana tomara manusa sava jayagaya vistara labha karecha."
30,21,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āra tā~ra nidarśanāvalīra madhye raẏeche ye, tini tomādera janya tomādera thekei strīdera sṛṣṭi karechena, yāte tomarā tādera kāche praśānti pāo. āra tini tomādera madhye bhālavāsā o daẏā sṛṣṭi karechena. niścaẏa era madhye nidarśanāvalī raẏeche se kaomera janya, yārā cintā kare.","ara ta~ra nidarsanavalira madhye rayeche ye, tini tomadera janya tomadera thekei stridera srsti karechena, yate tomara tadera kache prasanti pao. ara tini tomadera madhye bhalavasa o daya srsti karechena. niscaya era madhye nidarsanavali rayeche se kaomera janya, yara cinta kare."
30,21,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"evaṃ tā~ra nidarśanāvalīra madhye raẏeche ye, tini tomādera janya tomādera madhya hate sṛṣṭi karechena tomādera saṅginīderake yāte tomarā tādera sāthe śāntite vāsa karate pāra evaṃ tini tomādera madhye pārasparika bhālavāsā o daẏā sṛṣṭi karechena. cintāśīla sampradāẏera janya ete avaśyai vahu nidarśana raẏeche.","evam ta~ra nidarsanavalira madhye rayeche ye, tini tomadera janya tomadera madhya hate srsti karechena tomadera sanginiderake yate tomara tadera sathe santite vasa karate para evam tini tomadera madhye parasparika bhalavasa o daya srsti karechena. cintasila sampradayera janya ete avasyai vahu nidarsana rayeche."
30,21,taisirul_quran,Taisirul Quran Bengali translation,"tā~ra nidarśanera madhye hala ei ye, tini tomādera janya tomādera madhya hatei tomādera saṅgiṇī sṛṣṭi karechena yāte tomarā tāra kāche śānti lābha karate pāra āra tini tomādera madhye pārasparika bhālavāsā o daẏā sṛṣṭi karechena. era mājhe avaśyai vahu nidarśana āche sei sampradāẏera janya yārā cintā kare.","ta~ra nidarsanera madhye hala ei ye, tini tomadera janya tomadera madhya hatei tomadera sangini srsti karechena yate tomara tara kache santi labha karate para ara tini tomadera madhye parasparika bhalavasa o daya srsti karechena. era majhe avasyai vahu nidarsana ache sei sampradayera janya yara cinta kare."
30,21,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra tā~ra nidarśanāvalīra madhye raẏeche ye, tini tomādera janya tomādera madhya theke sṛṣṭi karechena tomādera jor̤ā; yāte tomarā tādera kāche śānti pāo evaṃ sṛjana karechena tomādera madhye bhālavāsā o sahamarmitā. niścaẏa ete vahu nidarśana raẏeche se sampradāẏera janya, yārā cintā kare.","ara ta~ra nidarsanavalira madhye rayeche ye, tini tomadera janya tomadera madhya theke srsti karechena tomadera jora; yate tomara tadera kache santi pao evam srjana karechena tomadera madhye bhalavasa o sahamarmita. niscaya ete vahu nidarsana rayeche se sampradayera janya, yara cinta kare."
30,21,fathul_majid,Fathul Majid Bengali translation,"āra tā~ra dṛṣṭāntagulora madhye ekaṭi ei ye, tini tomādera janya tomādera nijedera madhya theke strīderake sṛṣṭi karechena, yāte tomarā tādera kāche śānti lābha kara evaṃ tini sṛṣṭi karechena tomādera madhye bhālavāsā o daẏā. niścaẏai ete aisava lokera janya nidarśana raẏeche, yārā gabhīrabhāve cintā kare.","ara ta~ra drstantagulora madhye ekati ei ye, tini tomadera janya tomadera nijedera madhya theke striderake srsti karechena, yate tomara tadera kache santi labha kara evam tini srsti karechena tomadera madhye bhalavasa o daya. niscayai ete aisava lokera janya nidarsana rayeche, yara gabhirabhave cinta kare."
30,22,rawai_al_bayan,Rawai Al Bayan Bengali translation,āra tā~ra nidarśanāvalīra madhye raẏeche āsamāna o yamīnera sṛṣṭi evaṃ tomādera bhāṣā o tomādera varṇera bhinnatā. niścaẏa era madhye nidarśanāvalī raẏeche jñānīdera janya .,ara ta~ra nidarsanavalira madhye rayeche asamana o yaminera srsti evam tomadera bhasa o tomadera varnera bhinnata. niscaya era madhye nidarsanavali rayeche jnanidera janya .
30,22,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,evaṃ tā~ra nidarśanāvalīra madhye raẏeche ākāśamanḍalī o pṛthivīra sṛṣṭi evaṃ tomādera bhāṣā o varṇera vaicitrya. ete jñānīdera janya avaśyai nidarśana raẏeche.,evam ta~ra nidarsanavalira madhye rayeche akasamandali o prthivira srsti evam tomadera bhasa o varnera vaicitrya. ete jnanidera janya avasyai nidarsana rayeche.
30,22,taisirul_quran,Taisirul Quran Bengali translation,"tā~ra nidarśanera madhye hala, āsamānasamūha o yamīnera sṛṣṭi evaṃ tomādera bhāṣā o varṇera vibhinnatā. jñānīdera janya avaśyai ete āche vahu nidarśana.","ta~ra nidarsanera madhye hala, asamanasamuha o yaminera srsti evam tomadera bhasa o varnera vibhinnata. jnanidera janya avasyai ete ache vahu nidarsana."
30,22,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,āra tā~ra nidarśanāvalīra madhye raẏeche āsamānasamūha o yamīnera sṛṣṭi evaṃ tomādera bhāṣā o varṇera vaicitrya. ete to avaśyai vahu nidarśana raẏeche jñānīdera janya.,ara ta~ra nidarsanavalira madhye rayeche asamanasamuha o yaminera srsti evam tomadera bhasa o varnera vaicitrya. ete to avasyai vahu nidarsana rayeche jnanidera janya.
30,22,fathul_majid,Fathul Majid Bengali translation,āra tā~ra nidarśanāvalīra madhye raẏeche āsamānasamūha o jaminera sṛṣṭi evaṃ tomādera bhāṣā o varṇera vibhinnatā. niścaẏai ete raẏeche jñānīdera janya nidarśana .,ara ta~ra nidarsanavalira madhye rayeche asamanasamuha o jaminera srsti evam tomadera bhasa o varnera vibhinnata. niscayai ete rayeche jnanidera janya nidarsana .
30,23,rawai_al_bayan,Rawai Al Bayan Bengali translation,āra tā~ra nidarśanāvalīra madhye raẏeche rāte o dine tomādera nidrā evaṃ tā~ra anugraha theke tomādera (jīvikā) anveṣaṇa. niścaẏa era madhye nidarśanāvalī raẏeche se kaomera janya yārā śone.,ara ta~ra nidarsanavalira madhye rayeche rate o dine tomadera nidra evam ta~ra anugraha theke tomadera (jivika) anvesana. niscaya era madhye nidarsanavali rayeche se kaomera janya yara sone.
30,23,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,evaṃ tā~ra nidarśanāvalīra madhye raẏeche rāta o dine tomādera nidrā evaṃ tā~ra anugraha anveṣaṇa. ete avaśyai nidarśana raẏeche śravaṇakārī sampradāẏera janya.,evam ta~ra nidarsanavalira madhye rayeche rata o dine tomadera nidra evam ta~ra anugraha anvesana. ete avasyai nidarsana rayeche sravanakari sampradayera janya.
30,23,taisirul_quran,Taisirul Quran Bengali translation,tā~ra nidarśanera madhye hala rāte o dine tomādera ghuma evaṃ tomādera (dvārā) tā~ra anugraha tālāśa karā. manoyogī lokedera janya avaśyai ete āche aneka nidarśana.,ta~ra nidarsanera madhye hala rate o dine tomadera ghuma evam tomadera (dvara) ta~ra anugraha talasa kara. manoyogi lokedera janya avasyai ete ache aneka nidarsana.
30,23,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra tā~ra nidarśanāvalīra madhye raẏeche rāte o dine tomādera nidrā evaṃ tomādera anveṣaṇa tā~ra anugraha hate. niścaẏa ete vahu nidarśana raẏeche se sampradāẏera janya, yārā śone.","ara ta~ra nidarsanavalira madhye rayeche rate o dine tomadera nidra evam tomadera anvesana ta~ra anugraha hate. niscaya ete vahu nidarsana rayeche se sampradayera janya, yara sone."
30,23,fathul_majid,Fathul Majid Bengali translation,āra tā~ra dṛṣṭāntagulora madhye raẏeche rāta o dine tomādera nidrā evaṃ tā~rai anugraha tomādera ānusandhāna karā ucita. avaśyai ete nidarśana raẏeche aisava lokadera janya yārā (āntarikabhāve) śravaṇa kare.,ara ta~ra drstantagulora madhye rayeche rata o dine tomadera nidra evam ta~rai anugraha tomadera anusandhana kara ucita. avasyai ete nidarsana rayeche aisava lokadera janya yara (antarikabhave) sravana kare.
30,24,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āra tā~ra nidarśanāvalīra madhye raẏeche tini tomāderake bhaẏa o bharasāsvarūpa vidyut dekhāna, āra āsamāna theke pāni varṣaṇa karena. ataḥpara tā dvārā yamīnake tāra mṛtyura para punarjīvita karena. niścaẏa era madhye nidarśanāvalī raẏeche se kaomera janya yārā anudhāvana kare.","ara ta~ra nidarsanavalira madhye rayeche tini tomaderake bhaya o bharasasvarupa vidyut dekhana, ara asamana theke pani varsana karena. atahpara ta dvara yaminake tara mrtyura para punarjivita karena. niscaya era madhye nidarsanavali rayeche se kaomera janya yara anudhavana kare."
30,24,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"evaṃ tā~ra nidarśanāvalīra madhye raẏeche ye, tini tomāderake pradarśana karena vidyut, bhaẏa o bharasā sañcāraka rūpe evaṃ tini ākāśa hate vāri varṣaṇa karena evaṃ tadvārā bhūmike ora mṛtyura para punarujjīvita karena, ete avaśyai nidarśana raẏeche vodhaśakti sampanna sampradāẏera janya.","evam ta~ra nidarsanavalira madhye rayeche ye, tini tomaderake pradarsana karena vidyut, bhaya o bharasa sancaraka rupe evam tini akasa hate vari varsana karena evam tadvara bhumike ora mrtyura para punarujjivita karena, ete avasyai nidarsana rayeche vodhasakti sampanna sampradayera janya."
30,24,taisirul_quran,Taisirul Quran Bengali translation,"tā~ra nidarśanera madhye hala ei ye, tini tomāderake dekhāna vidyut bhīti o bharasā sañcārīrūpe, āra tini ākāśa hate pāni varṣaṇa karena yā diẏe yamīnake tāra mṛtyura para āvāra jīvita karena, jñānavuddhisampanna mānuṣadera janya avaśyai ete vahu nidarśana āche.","ta~ra nidarsanera madhye hala ei ye, tini tomaderake dekhana vidyut bhiti o bharasa sancarirupe, ara tini akasa hate pani varsana karena ya diye yaminake tara mrtyura para avara jivita karena, jnanavuddhisampanna manusadera janya avasyai ete vahu nidarsana ache."
30,24,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra tā~ra nidarśanāvalīra madhye raẏeche, tini tomāderake pradarśana karāna vidyut, bhaẏa o āśāra sañcārakarūpe evaṃ āsamāna theke pāni nāyila karena, ataḥpara tā diẏe yamīnake punarjīvita karena seṭāra mṛtyura para; niścaẏa ete vahu nidarśana raẏeche emana sampradāẏera janya, yārā anudhāvana kare.","ara ta~ra nidarsanavalira madhye rayeche, tini tomaderake pradarsana karana vidyut, bhaya o asara sancarakarupe evam asamana theke pani nayila karena, atahpara ta diye yaminake punarjivita karena setara mrtyura para; niscaya ete vahu nidarsana rayeche emana sampradayera janya, yara anudhavana kare."
30,24,fathul_majid,Fathul Majid Bengali translation,"āra tā~ra nidarśanagulora madhye raẏeche: tini tomāderake dekhāna vidyutera camaka, yāte bhaẏao thāke evaṃ āśāo thāke; āra tini ākāśa theke pāni varṣaṇa karena, tārapara tā diẏe jaminake mṛtyura para āvāra jīvita karena. niścaẏai ete raẏeche nidarśana ai lokadera janya yārā vuuddhimāna.","ara ta~ra nidarsanagulora madhye rayeche: tini tomaderake dekhana vidyutera camaka, yate bhayao thake evam asao thake; ara tini akasa theke pani varsana karena, tarapara ta diye jaminake mrtyura para avara jivita karena. niscayai ete rayeche nidarsana ai lokadera janya yara vuuddhimana."
30,25,rawai_al_bayan,Rawai Al Bayan Bengali translation,"āra tā~ra nidarśanāvalīra madhye raẏeche, tā~rai nirdeśe āsamāna o yamīna sthitiśīla thāke. tārapara tini yakhana tomāderake yamīna theke vera haẏe āsāra janya ekavāra āhavāna karavena takhanai tomarā vera haẏe āsave.","ara ta~ra nidarsanavalira madhye rayeche, ta~rai nirdese asamana o yamina sthitisila thake. tarapara tini yakhana tomaderake yamina theke vera haye asara janya ekavara ahavana karavena takhanai tomara vera haye asave."
30,25,sheikh_mujibur_rahman,Sheikh Mujibur Rahman Bengali translation,"tā~ra nidarśanāvalīra madhye raẏeche ye, tā~rai ādeśe ākāśa o pṛthivīra sthiti; ataḥpara tini (āllāha) yakhana tomāderake māṭi hate uṭhāra janya ekavāra āhavāna karavena takhana tomarā uṭhe āsave.","ta~ra nidarsanavalira madhye rayeche ye, ta~rai adese akasa o prthivira sthiti; atahpara tini (allaha) yakhana tomaderake mati hate uthara janya ekavara ahavana karavena takhana tomara uthe asave."
30,25,taisirul_quran,Taisirul Quran Bengali translation,"tā~ra nidarśanera madhye hala ei ye, ākāśa o pṛthivī tā~ra hukumei dā~r̤iẏe āche. ataḥpara tini yakhana tomāderake māṭi theke uṭhāra janya ḍāka devena ekaṭi ḍāka, takhana tomarā uṭhe āsave.","ta~ra nidarsanera madhye hala ei ye, akasa o prthivi ta~ra hukumei da~riye ache. atahpara tini yakhana tomaderake mati theke uthara janya daka devena ekati daka, takhana tomara uthe asave."
30,25,dr_abu_bakr_muhammad_zakaria,Dr. Abu Bakr Muhammad Zakaria Bengali translation,"āra tā~ra nidarśanāvalīra madhye raẏeche ye, tā~rai ādeśe āsamāna o yamīnera sthiti thāke; tārapara āllāh yakhana tomāderake yamīna theke uṭhāra janya ekavāra ḍākavena takhanai tomarā veriẏe āsave.","ara ta~ra nidarsanavalira madhye rayeche ye, ta~rai adese asamana o yaminera sthiti thake; tarapara allah yakhana tomaderake yamina theke uthara janya ekavara dakavena takhanai tomara veriye asave."
30,25,fathul_majid,Fathul Majid Bengali translation,"āra tā~ra nidarśanagulora madhye raẏeche ye, tā~rai ādeśe āsamāna o jamina sthira āche; āvāra yakhana tini tomāderake jamina theke (vera haẏe āsāra janya) āhvāna karavena, takhana tomarā saṅge saṅge vera haẏe āsave.","ara ta~ra nidarsanagulora madhye rayeche ye, ta~rai adese asamana o jamina sthira ache; avara yakhana tini tomaderake jamina theke (vera haye asara janya) ahvana karavena, takhana tomara sange sange vera haye asave."
