surah,ayah,latin_iast,latin_ascii
16,76,"āllāha āro dṛṣṭānta dicchena du’vyaktira tādera ekajana hala vovā, kona kichui karate sakṣama naẏa. tāra manivera upara se ekaṭā vojhā, tāke yekhānei pāṭhāno hoka nā kena, kona kalyāṇai se niẏe āsave nā. se ki ai vyaktira samāna ye inasāphera nirdeśa deẏa āra sarala sudṛr̤ha pathe pratiṣṭhita?","allaha aro drstanta dicchena du’vyaktira tadera ekajana hala vova, kona kichui karate saksama naya. tara manivera upara se ekata vojha, take yekhanei pathano hoka na kena, kona kalyanai se niye asave na. se ki ai vyaktira samana ye inasaphera nirdesa deya ara sarala sudrrha pathe pratisthitay"
16,77,ākāśasamūha o yamīnera adṛśyera jñāna kevala āllāharai āche. kviẏāmātera vyāpāra to cokhera palakera mata varaṃ tātthekeo druta. āllāha sava kichu karatei sakṣama.,akasasamuha o yaminera adrsyera jnana kevala allaharai ache. kviyamatera vyapara to cokhera palakera mata varam tatthekeo druta. allaha sava kichu karatei saksama.
16,78,"āllāha tomāderake tomādera māẏera peṭa theke vera karena, tomarā kichui jānate nā. tini tomāderake śonāra śakti, dekhāra śakti āra antara dāna karechena yāte tomarā śokara ādāẏa karate pāra.","allaha tomaderake tomadera mayera peta theke vera karena, tomara kichui janate na. tini tomaderake sonara sakti, dekhara sakti ara antara dana karechena yate tomara sokara adaya karate para."
16,79,"ākāśera śūnyaloke niẏantrita pākhīgulora prati ki tārā lakṣya kare nā? āllāha chār̤ā keu tāderake sthira rākhe nā, ete mu’mina sampradāẏera janya avaśyai vahu nidarśana raẏeche.","akasera sunyaloke niyantrita pakhigulora prati ki tara laksya kare nay allaha chara keu taderake sthira rakhe na, ete mu’mina sampradayera janya avasyai vahu nidarsana rayeche."
16,80,"āllāha tomādera gṛhaguloke tomādera ārāma śāntira jāẏagā vāniẏe diẏechena. tini paśura cāmar̤ā theke tomādera janya emana gṛhera vyavasthā karechena yā tomarā hālakāvodha kara tomādera bhramaṇakāle kiṃvā avasthānakāle. tini ogulora paśama, loma āra cula theke tomādera paridheẏa o vyavahārya sāmagrīra vyavasthā karechena yā tomarā kichukāla paryanta kāje lāgāo.","allaha tomadera grhaguloke tomadera arama santira jayaga vaniye diyechena. tini pasura camara theke tomadera janya emana grhera vyavastha karechena ya tomara halakavodha kara tomadera bhramanakale kimva avasthanakale. tini ogulora pasama, loma ara cula theke tomadera paridheya o vyavaharya samagrira vyavastha karechena ya tomara kichukala paryanta kaje lagao."
16,81,"āllāha yā sṛṣṭi karechena tāttheke tomādera janya chāẏāra vyavasthā karechena, pāhār̤a-parvate tomādera ātmagopanera jāẏagā vāniẏechena. tini tomādera janya pośāka diẏechena yā tomāderake tāpa theke rakṣā kare. āra diẏechena emana pośāka yā tomāderake saṃghātera samaẏa rakṣā kare. ebhāve tini tomādera janya tā~ra ni‘mātasamūha pūrṇa karena yāte tomarā tā~ra prati ātmasamarpaṇa kara.","allaha ya srsti karechena tattheke tomadera janya chayara vyavastha karechena, pahara-parvate tomadera atmagopanera jayaga vaniyechena. tini tomadera janya posaka diyechena ya tomaderake tapa theke raksa kare. ara diyechena emana posaka ya tomaderake samghatera samaya raksa kare. ebhave tini tomadera janya ta~ra ni‘matasamuha purna karena yate tomara ta~ra prati atmasamarpana kara."
16,82,eraparao yadi tārā mukha phiriẏe neẏa tave (jorapūrvaka tāderake saṭhika pathe ānā tomāra dāẏitva naẏa) tomāra dāẏitva kevala spaṣṭabhāve vāṇī pau~che deẏā.,eraparao yadi tara mukha phiriye neya tave (jorapurvaka taderake sathika pathe ana tomara dayitva naya) tomara dayitva kevala spastabhave vani pau~che deya.
16,83,"tārā āllāhara ni‘mātake cinate pāre, kintu tā sattveo segulo agrāhya kare, tādera adhikāṃśai akṛtajña.","tara allahara ni‘matake cinate pare, kintu ta sattveo segulo agrahya kare, tadera adhikamsai akrtajna."
16,84,"(sedina kī avasthā have) yedina āmi pratyeka sampradāẏa theke ekajana sākṣī dā~r̤a karāva āra kāphiraderake (kona ayuhāta peśa karāra) anumati deẏā have nā, āra kṣamā prārthanā karārao suyoga deẏā have nā.","(sedina ki avastha have) yedina ami pratyeka sampradaya theke ekajana saksi da~ra karava ara kaphiraderake (kona ayuhata pesa karara) anumati deya have na, ara ksama prarthana kararao suyoga deya have na."
16,85,"sīmālaṅghanakārīrā yakhana ‘āyāva pratyakṣa karave tādera theke takhana tā kamāno have nā, āra tāderake samaẏa-suyogao deẏā have nā.","simalanghanakarira yakhana ‘ayava pratyaksa karave tadera theke takhana ta kamano have na, ara taderake samaya-suyogao deya have na."
16,86,"muśarikarā yāderake āllāhara śārīka vāniẏechila tāderake yakhana dekhave takhana tārā valave, ‘he āmādera ravva! erāi hala āmādera śārīka mā‘vūda tomāke vāda diẏe yāderake āmarā ḍākatāma.’ takhana e kathāke tādera dikei chu~r̤e phele diẏe tādera sei mā‘vūdarā valave, ‘tomarā avaśyai mithyevādī.’","musarikara yaderake allahara sarika vaniyechila taderake yakhana dekhave takhana tara valave, ‘he amadera ravva! erai hala amadera sarika ma‘vuda tomake vada diye yaderake amara dakatama.’ takhana e kathake tadera dikei chu~re phele diye tadera sei ma‘vudara valave, ‘tomara avasyai mithyevadi.’"
16,87,"sedina tārā āllāhara nikaṭa kholākhuli ātmasamarpaṇa karave, āra tārā ye sava mithye udbhāvana karechila tā tādera nikaṭa hate hāriẏe yāve.","sedina tara allahara nikata kholakhuli atmasamarpana karave, ara tara ye sava mithye udbhavana karechila ta tadera nikata hate hariye yave."
16,88,"yārā āllāhake asvīkāra kare āra āllāhara pathe vādhā sṛṣṭi kare, āmi tādera śāstira upara śāsti vṛddhi karava, kāraṇa tārā phāsāda sṛṣṭi karata.","yara allahake asvikara kare ara allahara pathe vadha srsti kare, ami tadera sastira upara sasti vrddhi karava, karana tara phasada srsti karata."
16,89,"sedina āmi pratyeka ummāta theke tādera nijederai madhya hate ekajana sākṣī dā~r̤a karāva, āra (tomāra) ei lokadera vyāpāre sākṣyadātā hiseve (he muhāmmāda!) āmi tomāke ānava. āmi tomāra prati e kitāva nāyila karechi yā pratyekaṭi viṣaẏera suspaṣṭa vyākhyā, satya pathera nirdeśa, rahamāta āra ātmasamarpaṇakārīdera janya susaṃvāda svarūpa.","sedina ami pratyeka ummata theke tadera nijederai madhya hate ekajana saksi da~ra karava, ara (tomara) ei lokadera vyapare saksyadata hiseve (he muhammada!) ami tomake anava. ami tomara prati e kitava nayila karechi ya pratyekati visayera suspasta vyakhya, satya pathera nirdesa, rahamata ara atmasamarpanakaridera janya susamvada svarupa."
16,90,"āllāha nyāẏa-vicāra, sadācaraṇa o ātmīẏaderake deẏāra hukuma dicchena, āra tini niṣedha karachena aślīlatā, apakarma āra vidroha theke. tini tomāderake upadeśa diẏechena yāte tomarā śikṣā grahaṇa kara.","allaha nyaya-vicara, sadacarana o atmiyaderake deyara hukuma dicchena, ara tini nisedha karachena aslilata, apakarma ara vidroha theke. tini tomaderake upadesa diyechena yate tomara siksa grahana kara."
16,91,"tomarā paraspara aṅgīkāre āvaddha hale āllāhara aṅgīkāra pūrṇa karave, nijedera aṅgīkāra pākā-pokhata karāra para tā bhaṅga karo nā, yehetu tomarā āllāhake nijedera upara sākṣī vāniẏe niẏecha, tomarā yā kara āllāha se samparke oẏākephahāla.","tomara paraspara angikare avaddha hale allahara angikara purna karave, nijedera angikara paka-pokhata karara para ta bhanga karo na, yehetu tomara allahake nijedera upara saksi vaniye niyecha, tomara ya kara allaha se samparke oyakephahala."
16,92,tomarā emana nārīra mata haẏo nā ye tāra sūtāguloke śakta kare pākānora para nijei tāra pāka khule ṭukaro ṭukaro kare deẏa. tomarā tomādera śapathaguloke pārasparika vyāpāre dho~kā-pratāraṇāra hātiẏāra hiseve vyavahāra kara yena ekadala āreka dala apekṣā veśi phāẏadā lābha karate pāre. āllāha kevala era dvārā tomāderake parīkṣā karena. āllāha kviẏāmātera dina avaśya avaśyai spaṣṭa kare divena ye viṣaẏe tomarā matabheda karate.,tomara emana narira mata hayo na ye tara sutaguloke sakta kare pakanora para nijei tara paka khule tukaro tukaro kare deya. tomara tomadera sapathaguloke parasparika vyapare dho~ka-prataranara hatiyara hiseve vyavahara kara yena ekadala areka dala apeksa vesi phayada labha karate pare. allaha kevala era dvara tomaderake pariksa karena. allaha kviyamatera dina avasya avasyai spasta kare divena ye visaye tomara matabheda karate.
16,93,"āllāha icche karale tomāderake avaśyai eka ummāta kare ditena, kintu tini yāke icche gumarāh karena, āra yāke icche saṭhika pathapradarśana karena. tomarā yā kara se samparke avaśya avaśyai tomāderake jijñāsāvāda karā have.","allaha icche karale tomaderake avasyai eka ummata kare ditena, kintu tini yake icche gumarah karena, ara yake icche sathika pathapradarsana karena. tomara ya kara se samparke avasya avasyai tomaderake jijnasavada kara have."
16,94,"tomarā tomādera nijedera śapathaguloke paraspara dho~kā-pravañcanāra upāẏa hiseve grahaṇa karo nā, tā karale dṛr̤habhāve pratiṣṭhita haoẏāra para pā āvāra pichale yāve, āra āllāhara pathe vādhā deẏāra kāraṇe tomarā manda pariṇati bhoga karave, āra tomādera janya thākave kaṭhina śāsti.","tomara tomadera nijedera sapathaguloke paraspara dho~ka-pravancanara upaya hiseve grahana karo na, ta karale drrhabhave pratisthita haoyara para pa avara pichale yave, ara allahara pathe vadha deyara karane tomara manda parinati bhoga karave, ara tomadera janya thakave kathina sasti."
16,95,tomarā āllāhara saṅge kṛta oẏā‘dā nagaṇya mūlye vikraẏa karo nā. āllāhara nikaṭa yā āche tomādera janya tā-i uttama- tomarā yadi jānate!,tomara allahara sange krta oya‘da naganya mulye vikraya karo na. allahara nikata ya ache tomadera janya ta-i uttama- tomara yadi janate!
16,96,"tomādera kāche yā āche tā śeṣa haẏe yāve, āra āllāhara kāche yā āche tā ṭike thākave. āmarā avaśya avaśyai dhairyaśīladerake tārā yā kare tāra ceẏe uttama pratidāna deva.","tomadera kache ya ache ta sesa haye yave, ara allahara kache ya ache ta tike thakave. amara avasya avasyai dhairyasiladerake tara ya kare tara ceye uttama pratidana deva."
16,97,"puruṣa āra nārīdera madhye ye keu satkāja karave āra se mu’minao, tāke āmi avaśya avaśyai uttama jīvana dāna karava āra tāderake avaśya avaśyai tārā yā kare tāra ceẏe uttama pratiphala dāna karava.","purusa ara naridera madhye ye keu satkaja karave ara se mu’minao, take ami avasya avasyai uttama jivana dana karava ara taderake avasya avasyai tara ya kare tara ceye uttama pratiphala dana karava."
16,98,tumi yakhani kuraāna pāṭha karave takhana abhiśapta śaẏatvāna theke āllāhara nikaṭa āśraẏa cāive.,tumi yakhani kuraana patha karave takhana abhisapta sayatvana theke allahara nikata asraya caive.
16,99,"yārā īmāna eneche tādera upara tāra kona prabhāva khāṭe nā, āra tārā tādera pratipālakera upara nirbhara kare.","yara imana eneche tadera upara tara kona prabhava khate na, ara tara tadera pratipalakera upara nirbhara kare."
16,100,tāra prabhāva kevala tādera uparai khāṭe yārā tāke abhibhāvaka hiseve grahaṇa kare āra yārā tāke āllāhara śarīka kare.,tara prabhava kevala tadera uparai khate yara take abhibhavaka hiseve grahana kare ara yara take allahara sarika kare.
16,101,"āmi yakhana eka āẏātera vadale anya āẏāta nāyila kari- āra āllāha bhālabhāvei jānena, yā tini nāyila karena- takhana ei lokerā vale, ‘tumi to mithyā racanākārī.’ prakṛta vyāpāra ei ye, e samparke tādera adhikāṃśerai kona jñāna nei.","ami yakhana eka ayatera vadale anya ayata nayila kari- ara allaha bhalabhavei janena, ya tini nayila karena- takhana ei lokera vale, ‘tumi to mithya racanakari.’ prakrta vyapara ei ye, e samparke tadera adhikamserai kona jnana nei."
16,102,"vala, ‘e kuraāna tomāra pratipālakera pakṣa theke ruhula kudūsa (jivarīla) ṭhika ṭhikabhāve nāyila karechena īmānadāraderake dṛr̤habhāve pratiṣṭhita rākhāra janya evaṃ musalimadera hidāẏāta o susaṃvāda dānera janya.’","vala, ‘e kuraana tomara pratipalakera paksa theke ruhula kudusa (jivarila) thika thikabhave nayila karechena imanadaraderake drrhabhave pratisthita rakhara janya evam musalimadera hidayata o susamvada danera janya.’"
16,103,"āmi jāni, tārā vale, ‘eka mānuṣa tāke [arthāt muhāmmāda (sā.)-ke] śikhiẏe deẏa.’ athaca duṣṭavuddhi praṇodita haẏe tārā ye lokaṭira kathā valache tāra bhāṣā to anārava, aparapakṣe kuraānera bhāṣā hala spaṣṭa āravī.","ami jani, tara vale, ‘eka manusa take [arthat muhammada (sa.)-ke] sikhiye deya.’ athaca dustavuddhi pranodita haye tara ye lokatira katha valache tara bhasa to anarava, aparapakse kuraanera bhasa hala spasta aravi."
16,104,"yārā āllāhara nidarśanāvalīte viśvāsa kare nā, āllāha tāderake saṭhika pathe paricālita karena nā, āra tādera janya āche bhaẏānaka śāsti.","yara allahara nidarsanavalite visvasa kare na, allaha taderake sathika pathe paricalita karena na, ara tadera janya ache bhayanaka sasti."
16,105,"yārā āllāhara nidarśanasamūhe viśvāsa kare nā, tārāi mithye racanā kare āra tārāi mithyāvādī.","yara allahara nidarsanasamuhe visvasa kare na, tarai mithye racana kare ara tarai mithyavadi."
16,106,"kona vyakti tāra īmāna grahaṇera para āllāhake aviśvāsa karale evaṃ kupharīra janya tāra hṛdaẏa khule dile tāra upara āllāhara gayava patita have āra tāra janya āche mahā śāsti, tave tāra janya naẏa yāke (kupharīra janya) vādhya karā haẏa athaca tāra dila īmānera upara avicala thāke.","kona vyakti tara imana grahanera para allahake avisvasa karale evam kupharira janya tara hrdaya khule dile tara upara allahara gayava patita have ara tara janya ache maha sasti, tave tara janya naya yake (kupharira janya) vadhya kara haya athaca tara dila imanera upara avicala thake."
16,107,"era kāraṇa ei ye, tārā ākhirāta apekṣā duniẏāra jīvanake veśi bhālavāse, āra āllāha īmāna pratyākhyānakārīderake saṭhika patha dekhāna nā.","era karana ei ye, tara akhirata apeksa duniyara jivanake vesi bhalavase, ara allaha imana pratyakhyanakariderake sathika patha dekhana na."
16,108,"erā ai sava loka āllāha yādera antara, kāna āra cokhe mohara mere diẏechena āra tārā ve-kheẏāla, udāsīna.","era ai sava loka allaha yadera antara, kana ara cokhe mohara mere diyechena ara tara ve-kheyala, udasina."
16,109,"ete kona sandehai nei ye, ākherāte kṣatigrasta erāi have.","ete kona sandehai nei ye, akherate ksatigrasta erai have."
16,110,"avaśyai tomāra pratipālaka tādera janya yārā niryātita haoẏāra para hijarāta kare, ataḥpara jihāda kare, ataḥpara dhairyadhāraṇa kare, e savera para tomāra pratipālaka avaśyai var̤ai kṣamāśīla, var̤ai daẏālu.","avasyai tomara pratipalaka tadera janya yara niryatita haoyara para hijarata kare, atahpara jihada kare, atahpara dhairyadharana kare, e savera para tomara pratipalaka avasyai varai ksamasila, varai dayalu."
16,111,"sedina pratyeka loka nijera pakṣe yukti peśa karave āra pratyeka vyaktike tāra kṛtakarmera pratiphala pūrṇamātrāẏa deẏā have, tādera prati kona yulama karā have nā.","sedina pratyeka loka nijera pakse yukti pesa karave ara pratyeka vyaktike tara krtakarmera pratiphala purnamatraya deya have, tadera prati kona yulama kara have na."
16,112,"āllāha eka janavasatira dṛṣṭānta peśa karachena yā chila nirāpada, cintā-bhāvanāhīna. savakhāna theke sekhāne āsata jīvana dhāraṇera paryāpta upakaraṇa. ataḥpara se janapada āllāhara ni‘mātarājira kuphurī karala, ataḥpara āllāha tādera kṛtakarmera kāraṇe kṣudhā o bhaẏa-bhītira musīvāta tāderake āsvādana karālena.","allaha eka janavasatira drstanta pesa karachena ya chila nirapada, cinta-bhavanahina. savakhana theke sekhane asata jivana dharanera paryapta upakarana. atahpara se janapada allahara ni‘matarajira kuphuri karala, atahpara allaha tadera krtakarmera karane ksudha o bhaya-bhitira musivata taderake asvadana karalena."
16,113,"tādera kāche tādera madhya hatei rasūla esechila kintu tārā tāke mithyā mane ka’re pratyākhyāna karala, takhana śāsti tāderake pākar̤āo karala yakhana tārā chila sīmālaṅghane lipta.","tadera kache tadera madhya hatei rasula esechila kintu tara take mithya mane ka’re pratyakhyana karala, takhana sasti taderake pakarao karala yakhana tara chila simalanghane lipta."
16,114,kājei āllāha tomāderake ye sakala vaidha pavitra riyaka diẏechena tā tomarā khāo āra āllāhara anugrahera śukariẏā ādāẏa kara yadi tomarā prakṛtai tā~ra vandegī karate icchuka hao.,kajei allaha tomaderake ye sakala vaidha pavitra riyaka diyechena ta tomara khao ara allahara anugrahera sukariya adaya kara yadi tomara prakrtai ta~ra vandegi karate icchuka hao.
16,115,"āllāha tomādera janya hārāma karechena mṛta jīva, rakta, śūkarera māṃsa āra yā yaveha karāra samaẏa āllāha chār̤ā anyera nāma neẏā haẏeche. kintu keu icchākṛtabhāve avādhya nā haẏe o sīmālaṅghana nā ka’re nitānta nirupāẏa (haẏe esava khete vādhya) hale āllāha to var̤ai kṣamāśīla, var̤ai daẏālu.","allaha tomadera janya harama karechena mrta jiva, rakta, sukarera mamsa ara ya yaveha karara samaya allaha chara anyera nama neya hayeche. kintu keu icchakrtabhave avadhya na haye o simalanghana na ka’re nitanta nirupaya (haye esava khete vadhya) hale allaha to varai ksamasila, varai dayalu."
16,116,"tomādera jihavā theke mithye kathā veroẏa valei tomarā āllāhara prati mithyāropa karāra janya emana kathā valo nā ye, eṭā hālāla, āra eṭā hārāma. yārā āllāha samparke mithye udbhāvana kare, tārā kakṣano kalyāṇa lābha karate pāre nā.","tomadera jihava theke mithye katha veroya valei tomara allahara prati mithyaropa karara janya emana katha valo na ye, eta halala, ara eta harama. yara allaha samparke mithye udbhavana kare, tara kaksano kalyana labha karate pare na."
16,117,"(esava mithyācāre lābha haẏa) sāmānya bhogera vastu, ataḥpara tādera janya āche bhaẏāvaha śāsti.","(esava mithyacare labha haya) samanya bhogera vastu, atahpara tadera janya ache bhayavaha sasti."
16,118,"āra yārā iẏāhūdī haẏechila āmi tādera prati hārāma karechilāma yā āmi tomāra kāche pūrvei ullekha karechi. āmi tādera upara kona yulama karini, kintu tārā nijerāi nijedera prati yulama karata.","ara yara iyahudi hayechila ami tadera prati harama karechilama ya ami tomara kache purvei ullekha karechi. ami tadera upara kona yulama karini, kintu tara nijerai nijedera prati yulama karata."
16,119,"tomāra pratipālaka tādera janya yārā ajñatāra kāraṇe khārāpa kāja kare, ataḥpara tāovāha kare o nijedera ‘āmāla saṃśodhana kare, tomāra pratipālaka tādera janya avaśyai var̤ai kṣamāśīla, var̤ai daẏālu.","tomara pratipalaka tadera janya yara ajnatara karane kharapa kaja kare, atahpara taovaha kare o nijedera ‘amala samsodhana kare, tomara pratipalaka tadera janya avasyai varai ksamasila, varai dayalu."
16,120,"ivarāhīma chila āllāhara prati vinaẏāvanata ekaniṣṭha eka ummāta, āra se muśarikadera antarbhukta chila nā.","ivarahima chila allahara prati vinayavanata ekanistha eka ummata, ara se musarikadera antarbhukta chila na."
16,121,se chila āllāhara ni‘mātarājira janya śokaraguyāra. āllāha tāke veche niẏechilena āra tāke sarala saṭhika patha dekhiẏechilena.,se chila allahara ni‘matarajira janya sokaraguyara. allaha take veche niyechilena ara take sarala sathika patha dekhiyechilena.
16,122,"āmi tāke duniẏāte kalyāṇa dāna karechilāma, āra ākherāteo se avaśyai satkarmaśīladera antarbhukta.","ami take duniyate kalyana dana karechilama, ara akherateo se avasyai satkarmasiladera antarbhukta."
16,123,"ataḥpara tomāra prati oẏāhī karachi ye, tumi ekaniṣṭha ivarāhīmera matādarśa anusaraṇa kara; āra se to muśarikadera dalabhukta chila nā.","atahpara tomara prati oyahi karachi ye, tumi ekanistha ivarahimera matadarsa anusarana kara; ara se to musarikadera dalabhukta chila na."
16,124,‘śanivāra pālana’ to tādera upara cāpiẏe deẏā haẏechila yārā era niẏama pālane matabheda karechila. ye viṣaẏe tārā matabheda karata tomāra pratipālaka kviẏāmātera dina se viṣaẏe avaśyai tādera madhye phāẏasālā kare devena.,‘sanivara palana’ to tadera upara capiye deya hayechila yara era niyama palane matabheda karechila. ye visaye tara matabheda karata tomara pratipalaka kviyamatera dina se visaye avasyai tadera madhye phayasala kare devena.
16,125,jñāna-vuddhi āra uttama upadeśera mādhyame tumi (mānuṣake) tomāra pratipālakera pathe āhavāna jānāo āra lokedera sāthe vitarka kara emana panthāẏa yā ati uttama. tomāra pratipālaka bhālabhāvei jānena ke tā~ra patha cher̤e gumarāha haẏe geche. āra ke saṭhika pathe āche tāo tini veśi jānena.,jnana-vuddhi ara uttama upadesera madhyame tumi (manusake) tomara pratipalakera pathe ahavana janao ara lokedera sathe vitarka kara emana panthaya ya ati uttama. tomara pratipalaka bhalabhavei janena ke ta~ra patha chere gumaraha haye geche. ara ke sathika pathe ache tao tini vesi janena.
16,126,yadi tomarā pratiśodha grahaṇa karate cāo tave tataṭuku pratiśodha grahaṇa kara yataṭuku anyāẏa tomādera upara karā haẏeche. āra yadi tomarā dhairya dhāraṇa kara tave dhairyadhāraṇakārīdera janya avaśyai tā uttama.,yadi tomara pratisodha grahana karate cao tave tatatuku pratisodha grahana kara yatatuku anyaya tomadera upara kara hayeche. ara yadi tomara dhairya dharana kara tave dhairyadharanakaridera janya avasyai ta uttama.
16,127,"tumi dhairya dhāraṇa kara, tomāra dhairya to kevala āllāha vyatīta naẏa, odera kāryakalāpe tumi duḥkhita haẏo nā, āra odera ṣar̤ayantra karāra kāraṇe antare kuṇṭhāvodha karo nā.","tumi dhairya dharana kara, tomara dhairya to kevala allaha vyatita naya, odera karyakalape tumi duhkhita hayo na, ara odera sarayantra karara karane antare kunthavodha karo na."
16,128,"yārā tākvaoẏā avalamvana kare āra satkarmaśīla, āllāha to tāderai saṅge āchena.","yara takvaoya avalamvana kare ara satkarmasila, allaha to taderai sange achena."
17,1,"pavitra o mahīẏāna tini yini tā~ra vāndāhake rātera velā bhramaṇa kariẏechena māsajidula hārāma theke māsajidula ākasā paryanta, yāra cārapāśake āmi kalyāṇamaẏa karechi. tāke āmāra nidarśanāvalī dekhānora janya, tini sarvaśrotā, sarvadraṣṭā.","pavitra o mahiyana tini yini ta~ra vandahake ratera vela bhramana kariyechena masajidula harama theke masajidula akasa paryanta, yara carapasake ami kalyanamaya karechi. take amara nidarsanavali dekhanora janya, tini sarvasrota, sarvadrasta."
17,2,"āra āmi mūsāke kitāva diẏechilāma āra seṭāke karechilāma isarāīla vaṃśīẏadera janya satyapathera nirdeśaka. (tāte nirdeśa diẏechilāma) ye, āmāke chār̤ā anyake karma niẏantā grahaṇa karo nā.","ara ami musake kitava diyechilama ara setake karechilama isaraila vamsiyadera janya satyapathera nirdesaka. (tate nirdesa diyechilama) ye, amake chara anyake karma niyanta grahana karo na."
17,3,"(tomarā to) tādera santāna! yāderake āmi nūhera saṅge naukāẏa vahana kareẏechilāma, se chila eka śukaragujāra vāndā.","(tomara to) tadera santana! yaderake ami nuhera sange naukaya vahana kareyechilama, se chila eka sukaragujara vanda."
17,4,"āmi kitāvera mādhyame vānī isarāīlake jāniẏe diẏechilāma ye, tomarā avaśya avaśyai pṛthivīra vuke du’ du’vāra viparyaẏa sṛṣṭi karave āra avaśya avaśyai atyadhika garve phule uṭhave.","ami kitavera madhyame vani isarailake janiye diyechilama ye, tomara avasya avasyai prthivira vuke du’ du’vara viparyaya srsti karave ara avasya avasyai atyadhika garve phule uthave."
17,5,"ataḥpara yakhana du’ṭira madhye prathamaṭira samaẏa ese upasthita hala, takhana āmi tomādera viruddhe pāṭhiẏe dilāma āmāra vāndāderake yārā chila yuddhe ati śaktiśālī, tārā (tomādera) gharera koṇāẏa koṇāẏa ḍhuke par̤ala, āra satarkavāṇī pūrṇa hala.","atahpara yakhana du’tira madhye prathamatira samaya ese upasthita hala, takhana ami tomadera viruddhe pathiye dilama amara vandaderake yara chila yuddhe ati saktisali, tara (tomadera) gharera konaya konaya dhuke parala, ara satarkavani purna hala."
17,6,"ataḥpara āmi tomāderake tādera upara vijaẏa dāna karalāma āra tomāderake dhana-sampada āra santānādi diẏe sāhāyya karalāma, tomāderake janavale vahuguṇa vār̤iẏe dilāma.","atahpara ami tomaderake tadera upara vijaya dana karalama ara tomaderake dhana-sampada ara santanadi diye sahayya karalama, tomaderake janavale vahuguna variye dilama."
17,7,"tomarā bhāla kāja karale nijedera kalyāṇera janyai tā karave, āra yadi tomarā manda kāja kara, tāo karave nijederai janya. ataḥpara yakhana dvitīẏa pratiśruti pūraṇera samaẏa āsalo, (takhana āmi tomādera śatruderake śakti dilāma) yena tārā tomādera cehārā vikṛta kare deẏa, āra māsajide (ākasāẏa) ḍhuke par̤e yebhāve tārā sekhāne prathamavāra ḍhuke par̤echila, āra tādera sammukhe yā par̤e tāke sampūrṇarūpe dhvaṃsa kare deẏa.","tomara bhala kaja karale nijedera kalyanera janyai ta karave, ara yadi tomara manda kaja kara, tao karave nijederai janya. atahpara yakhana dvitiya pratisruti puranera samaya asalo, (takhana ami tomadera satruderake sakti dilama) yena tara tomadera cehara vikrta kare deya, ara masajide (akasaya) dhuke pare yebhave tara sekhane prathamavara dhuke parechila, ara tadera sammukhe ya pare take sampurnarupe dhvamsa kare deya."
17,8,"(eraparao) haẏato tomādera pratipālaka tomādera prati daẏā karavena, kintu yadi tomarā (tomādera pūrvakṛta pāpera) punarāvṛtti kara, tave āmio (pūrve deẏā śāstira) punarāvṛtti karava. īmāna pratyākhyānakārīdera janya āmi jāhānnāmake kārāgāra vāniẏe rekhechi.","(eraparao) hayato tomadera pratipalaka tomadera prati daya karavena, kintu yadi tomara (tomadera purvakrta papera) punaravrtti kara, tave amio (purve deya sastira) punaravrtti karava. imana pratyakhyanakaridera janya ami jahannamake karagara vaniye rekhechi."
17,9,"niścaẏai e kuraāna sei patha dekhāẏa yā sojā o supratiṣṭhita, āra yārā sat kāja kare sei mu’minaderake susaṃvāda deẏa ye, tādera janya raẏeche mahā puraskāra.","niscayai e kuraana sei patha dekhaya ya soja o supratisthita, ara yara sat kaja kare sei mu’minaderake susamvada deya ye, tadera janya rayeche maha puraskara."
17,10,"āra (tā saṃvāda deẏa ye) yārā ākherāte īmāna āne nā, tādera janya āmi bhaẏaṅkara ‘āyāva prastuta kare rekhechi.","ara (ta samvada deya ye) yara akherate imana ane na, tadera janya ami bhayankara ‘ayava prastuta kare rekhechi."
17,11,mānuṣa (tāra nirvuddhitāra kāraṇe kalyāṇakara bheve) akalyāṇa prārthanā kare yemanabhāve kalyāṇa prārthanā karā ucita. mānuṣa var̤ai tār̤āhur̤ākārī.,manusa (tara nirvuddhitara karane kalyanakara bheve) akalyana prarthana kare yemanabhave kalyana prarthana kara ucita. manusa varai tarahurakari.
17,12,"āmi rāta āra dinake du’ṭo nidarśana vāniẏechi. āmi rātera nidarśanaṭike jyotihīna karechi, āra dinera nidarśanaṭike karechi āloẏa ujjvala yāte tomarā tomādera pratipālakera anugraha anusandhāna karate pāra āra yāte vacharera saṃkhyā āra hisāva jānate pāra; āmi sakala viṣaẏa vistāritabhāve vyākhyā kare diẏechi.","ami rata ara dinake du’to nidarsana vaniyechi. ami ratera nidarsanatike jyotihina karechi, ara dinera nidarsanatike karechi aloya ujjvala yate tomara tomadera pratipalakera anugraha anusandhana karate para ara yate vacharera samkhya ara hisava janate para; ami sakala visaya vistaritabhave vyakhya kare diyechi."
17,13,āmi pratyeka lokera bhāgya tāra kā~dhei jhuliẏe rekhechi (arthāt tāra bhāgyera bhāla-mandera kāraṇa tāra nijera madhyei nihita āche) āra kviẏāmatera dina tāra janya āmi eka kitāva vera karava yāke se unmukta avasthāẏa pāve.,ami pratyeka lokera bhagya tara ka~dhei jhuliye rekhechi (arthat tara bhagyera bhala-mandera karana tara nijera madhyei nihita ache) ara kviyamatera dina tara janya ami eka kitava vera karava yake se unmukta avasthaya pave.
